GeneSymbol	log2FC	p_value_or_padj	Dataset	Comparison	Direction	In_CTD_marker	In_CTD_therapeutic	In_CTD_inferred	In_GeneCards_AD	Species
CPA3	-2.25	0.00081	GSE16161	L_N	Down	yes	yes	no	yes	Human
CPA3	2.162772	0.000108	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
CPA5	2.055468	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
CPA6	2.602961	0.000169	GSE121212	L_N	Up	yes	yes	no	no	Human
CPA6	2.480784	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
CPB2	2.655367	0.042802	GSE6012_L	L_N	Up	yes	yes	no	no	Human
CPO	2.214335	0.042802	GSE6012_L	L_N	Up	yes	yes	no	no	Human
CRCT1	-3.59	2.30E-05	GSE16161	L_N	Down	yes	yes	no	no	Human
CRCT1	-2.38	0.014	GSE32924	L_N	Down	yes	yes	no	no	Human
CRIP3	2.114728	0.015906	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
CRISP3	3.919636	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
CRISP3	2.019501	0.027708	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
CRISPLD1	2.024985	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
CRYAA	2.679671	0.012876	GSE6012_L	L_N	Up	yes	yes	no	no	Human
CRYAA	2.593707	0.009605	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
CSF2	2.763723	1.07E-12	GSE121212	L_N	Up	yes	yes	yes	yes	Human
CSF3	2.614228	8.80E-14	18_L	L_N	Up	yes	yes	no	yes	Human
CST2	2.726973	1.73E-05	GSE121212	L_N	Up	yes	yes	no	no	Human
CST6	-3.75	0.00014	GSE16161	L_N	Down	yes	yes	no	yes	Human
CST6	-2.88	4.90E-05	GSE32924	L_N	Down	yes	yes	no	yes	Human
CST7	2.130666	5.87E-23	GSE121212	L_N	Up	yes	yes	no	no	Human
CTLA4	2.930417	9.80E-19	GSE121212	L_N	Up	yes	yes	no	yes	Human
CTNNA2	2.333677	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
CTNNA2	2.549975	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
CTNND2	2.590656	0.046399	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
CTNND2	2.942797	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
CTRL	2.8849	0.008266	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
CTSC	2.196598	9.16E-46	GSE121212	L_N	Up	yes	yes	no	yes	Human
CTSS	2.101653	0.000537	GSE6012_L	L_N	Up	yes	yes	no	no	Human
CTSV	-2.77	6.30E-06	GSE16161	L_N	Down	yes	yes	no	no	Human
CTSV	-2.34	4.20E-05	GSE32924	L_N	Down	yes	yes	no	no	Human
CXCL1	2.433331	2.79E-23	18_L	L_N	Up	yes	yes	yes	yes	Human
CXCL1	4.219602	1.47E-19	GSE121212	L_N	Up	yes	yes	yes	yes	Human
CXCL10	2.574019	3.98E-21	18_L	L_N	Up	yes	yes	no	yes	Human
CXCL10	3.15485	5.64E-09	GSE121212	L_N	Up	yes	yes	no	yes	Human
CXCL10	3.331182	0.048341	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
CXCL10	2.194908	0.022486	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
CXCL10	2.27	0.045	GSE75890	L_N	Up	yes	yes	no	yes	Human
CXCL11	3.19535	1.06E-08	GSE121212	L_N	Up	yes	yes	yes	yes	Human
CXCL13	4.00169	3.79E-07	GSE121212	L_N	Up	yes	yes	no	no	Human
CXCL2	3.158035	3.35E-37	18_L	L_N	Up	yes	yes	yes	no	Human
CXCL6	4.920878	2.81E-07	GSE121212	L_N	Up	yes	yes	no	no	Human
CXCL8	3.69667	9.17E-35	18_L	L_N	Up	yes	yes	yes	yes	Human
CXCL8	4.224304	8.02E-15	GSE121212	L_N	Up	yes	yes	yes	yes	Human
CXCL9	3.073766	7.32E-09	GSE121212	L_N	Up	yes	yes	no	yes	Human
CXCL9	2.1	0.057	GSE75890	L_N	Up	yes	yes	no	yes	Human
CXCR1	2.401266	7.12E-27	18_L	L_N	Up	yes	yes	no	yes	Human
CXCR1	2.144071	1.04E-13	GSE121212	L_N	Up	yes	yes	no	yes	Human
CXCR2P1	2.383951	1.34E-09	GSE121212	L_N	Up	yes	yes	no	no	Human
CXCR4	2.059336	4.39E-20	GSE121212	L_N	Up	yes	yes	yes	yes	Human
CYBB	2.683086	0.000365	GSE6012_L	L_N	Up	yes	yes	no	no	Human
CYBB	2.636605	0.000649	GSE6012_L	L_N	Up	yes	yes	no	no	Human
CYBB	2.459579	0.000108	GSE6012_L	L_N	Up	yes	yes	no	no	Human
CYP1A1	-2.98193	5.67E-12	GSE121212	L_N	Down	yes	yes	no	no	Human
CYP1A1	2.391187	1.03E-12	18_NL_N	NL_N	Up	yes	yes	no	no	Human
CYP1A2	-3.65754	7.14E-11	GSE121212	L_N	Down	yes	yes	no	yes	Human
CYP2W1	-2.00108	1.64E-18	GSE121212	L_N	Down	yes	yes	no	no	Human
CYP4F35P	4.838718	2.55E-11	GSE121212	L_N	Up	yes	yes	no	no	Human
D2HGDH	2.507097	0.007096	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
DAB2IP	2.19011	0.048341	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
DAPL1	2.092453	0.037809	GSE6012_L	L_N	Up	yes	yes	no	no	Human
DAPL1	2.099242	0.002366	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
DAW1	-3.29952	6.01E-14	GSE121212	L_N	Down	yes	yes	no	no	Human
DCN	-2.07	0.00027	GSE16161	L_N	Down	yes	yes	no	no	Human
DCT	2.24223	0.007096	GSE6012_L	L_N	Up	yes	yes	no	no	Human
DCT	2.004561	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
DDX3Y	-2.07	0.088	GSE75890	L_N	Down	yes	yes	no	no	Human
DDX60	2.912722	0.003191	GSE6012_L	L_N	Up	yes	yes	no	no	Human
DDX60	2.493882	0.0027	GSE6012_L	L_N	Up	yes	yes	no	no	Human
DDX60	2.153515	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
DEFB103B	4.014252	3.47E-11	GSE121212	L_N	Up	yes	yes	no	yes	Human
DEFB4A	2.697092	4.14E-45	18_L	L_N	Up	yes	yes	no	yes	Human
DEFB4A	6.575763	2.48E-26	GSE121212	L_N	Up	yes	yes	no	yes	Human
DEFB4A	3.51	0.0048	GSE75890	L_N	Up	yes	yes	no	yes	Human
DEFB4B	6.877666	4.72E-15	GSE121212	L_N	Up	yes	yes	no	yes	Human
DES	2.306846	0.017097	GSE6012_L	L_N	Up	yes	yes	no	no	Human
DHRS2	2.452909	0.009605	GSE6012_L	L_N	Up	yes	yes	no	no	Human
DHX58	3.46573	0.000164	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
DKK2	-2.76	5.60E-05	GSE16161	L_N	Down	yes	yes	no	no	Human
DKK4	2.025689	1.60E-06	GSE121212	L_N	Up	yes	yes	no	no	Human
DLGAP5	2.04	0.00058	GSE16161	L_N	Up	yes	yes	no	no	Human
DLX3	2.207157	0.002366	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
DNAH11	3.362323	0.03332	GSE6012_L	L_N	Up	yes	yes	no	no	Human
DNAH11	4.789749	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
DNAH2	2.353596	0.027708	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
DNAH2	2.382158	0.002279	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
DNAJC3	2.310941	0.045463	GSE6012_L	L_N	Up	yes	yes	no	no	Human
DNAJC3	3.327301	0.019223	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
DNASE1L3	2.230229	1.69E-49	GSE121212	L_N	Up	yes	yes	no	no	Human
DOCK2	2.150327	0.019631	GSE6012_L	L_N	Up	yes	yes	no	no	Human
DOLPP1	2.114915	0.022486	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
DPY19L2	2.199086	0.025696	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
DPYS	2.080019	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
DRD3	2.700642	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
DRGX	2.482201	5.62E-14	GSE121212	L_N	Up	yes	yes	no	no	Human
DSG4	2.624067	0.037809	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
DSG4	2.246568	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
DST	2.05949	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
DTNA	2.490624	0.03332	GSE6012_L	L_N	Up	yes	yes	no	no	Human
EBI3	2.560233	1.34E-09	GSE121212	L_N	Up	yes	yes	no	no	Human
ECEL1	2.344454	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ECEL1	2.591963	0.046399	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ECM2	-2.01	0.00038	GSE16161	L_N	Down	yes	yes	no	no	Human
EDEM1	3.599983	0.000443	GSE6012_L	L_N	Up	yes	yes	no	no	Human
EDEM1	2.361875	0.011134	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
EDN2	2.921572	4.84E-30	18_L	L_N	Up	yes	yes	no	no	Human
EDN3	2.215561	0.000201	GSE6012_L	L_N	Up	yes	yes	no	no	Human
EFNA5	2.392486	0.017097	GSE6012_L	L_N	Up	yes	yes	no	no	Human
EFNA5	2.549538	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
EGR4	3.964239	5.26E-39	18_L	L_N	Up	yes	yes	no	no	Human
EGR4	2.968861	4.68E-07	GSE121212	L_N	Up	yes	yes	no	no	Human
EHF	2.158337	0.006077	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
EIF1AY	-2.82	0.044	GSE75890	L_N	Down	yes	yes	no	no	Human
ELAVL2	2.80819	0.030246	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ELAVL3	2.06534	0.039243	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ELF3	2.269475	2.17E-33	GSE121212	L_N	Up	yes	yes	no	no	Human
ELF5	2.362748	2.84E-15	GSE121212	L_N	Up	yes	yes	no	no	Human
ELMOD1	-2.36	2.10E-05	GSE32924	L_N	Down	yes	yes	no	no	Human
EML5	2.436231	0.022486	GSE6012_L	L_N	Up	yes	yes	no	no	Human
EML5	4.164153	0.006077	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
ENKUR	3.119704	2.02E-18	GSE121212	L_N	Up	yes	yes	no	no	Human
ENTPD7	2.681467	0.022486	GSE6012_L	L_N	Up	yes	yes	no	no	Human
EPGN	3.910063	7.81E-49	18_L	L_N	Up	yes	yes	no	no	Human
EPGN	3.028161	4.20E-14	GSE121212	L_N	Up	yes	yes	no	no	Human
EPO	2.012427	0.03332	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
EPSTI1	2.19368	1.18E-17	GSE121212	L_N	Up	yes	yes	no	no	Human
ERBB4	-2.57882	3.50E-21	GSE121212	L_N	Down	yes	yes	no	no	Human
EREG	-2.15	0.0073	GSE16161	L_N	Down	yes	yes	no	no	Human
ERMN	2.031847	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ESPN	2.214221	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ESR1	3.170916	0.006077	GSE6012_L	L_N	Up	yes	yes	yes	yes	Human
ESR1	2.774455	0.004425	GSE6012_NL	NL_N	Up	yes	yes	yes	yes	Human
EXOC6	2.055156	0.029295	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
FABP7	-2.21392	1.31E-07	GSE121212	L_N	Down	yes	yes	no	no	Human
FABP9	2.566172	0.014855	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FABP9	2.06	0.27	GSE75890	L_N	Up	yes	yes	no	no	Human
FABP9	2.429716	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
FADS1	2.392457	0.012876	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FAM133A	-2.10155	1.90E-05	GSE121212	L_N	Down	yes	yes	no	no	Human
FAR2	-2.25	0.017	GSE16161	L_N	Down	yes	yes	no	no	Human
FBLN1	-2.45	1.30E-05	GSE16161	L_N	Down	yes	yes	no	no	Human
FBN2	2.003455	4.30E-10	GSE121212	L_N	Up	yes	yes	no	yes	Human
FBN2	2.261075	0.000443	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
FBN2	2.270068	0.005192	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
FBXL13	2.175451	0.002279	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FBXL13	2.091248	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
FBXO16	3.185849	0.008266	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FCER1A	2.187053	0.005192	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
FCER1A	2.008091	0.004425	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
FCER1G	2.08984	0.004425	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
FCGR1A	2.500711	0.001611	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FCGR1A	2.221708	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
FCGR3A	2.317438	0.000164	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
FCGR3A	2.117042	0.0003	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
FCMR	2.006768	2.38E-16	GSE121212	L_N	Up	yes	yes	no	no	Human
FCRLA	2.295539	0.005192	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FER1L6	2.48012	1.48E-06	GSE121212	L_N	Up	yes	yes	no	no	Human
FES	2.259979	0.007096	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
FEZ1	2.122922	0.004425	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FEZ1	2.093177	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
FGF14	2.194163	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FGF14	2.312167	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
FGG	2.488324	0.037776	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FGG	2.684057	0.039243	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
FGG	2.336798	0.039243	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
FHL1	-2.44	0.00019	GSE16161	L_N	Down	yes	yes	no	no	Human
FLG	-2.23	0.0051	GSE16161	L_N	Down	yes	yes	no	yes	Human
FLT4	2.313969	0.003762	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FMO2	3.087115	5.53E-21	GSE121212	L_N	Up	yes	yes	no	no	Human
FMO2	2.21	0.00072	GSE75890	L_N	Up	yes	yes	no	no	Human
FMR1NB	2.485068	0.017097	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
FOSB	2.793253	6.87E-28	18_L	L_N	Up	yes	yes	no	no	Human
FOSL1	3.773803	1.55E-56	18_L	L_N	Up	yes	yes	yes	no	Human
FOSL1	4.15665	7.02E-30	GSE121212	L_N	Up	yes	yes	yes	no	Human
FOSL1	2.39	0.0023	GSE75890	L_N	Up	yes	yes	yes	no	Human
FOSL1	2.72	0.21	Chronic_GSE36842	L_vs_NL	Up	yes	yes	yes	no	Human
FOSL1	2.15	0.00013	GSE58558	L_vs_NL	Up	yes	yes	yes	no	Human
FOSL1	2.158711	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	yes	no	Human
FOXF1	2.016809	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
FPGS	2.412495	0.004425	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FPGS	2.296955	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
FPR1	2.575386	4.63E-28	18_L	L_N	Up	yes	yes	no	no	Human
FRK	2.016835	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
FSHR	2.057851	0.022486	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
FSIP1	2.210943	0.003191	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FSIP1	2.251456	0.025696	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FURIN	2.156472	0.014855	GSE6012_L	L_N	Up	yes	yes	no	no	Human
FUT3	2.579621	8.06E-27	GSE121212	L_N	Up	yes	yes	no	no	Human
G0S2	-2.15	0.0035	GSE16161	L_N	Down	yes	yes	no	no	Human
G6PD	2.56459	0.003191	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GAA	2.035219	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GABRB2	-2.10793	6.03E-14	GSE121212	L_N	Down	yes	yes	no	no	Human
GABRD	-2.132	2.20E-08	GSE121212	L_N	Down	yes	yes	no	no	Human
GAL	-2.43	0.019	GSE16161	L_N	Down	yes	yes	no	no	Human
GAL3ST1	-2.48265	2.34E-10	GSE121212	L_N	Down	yes	yes	no	no	Human
GALNT6	2.004355	6.23E-61	18_L	L_N	Up	yes	yes	no	no	Human
GALNT6	2.054909	2.54E-40	GSE121212	L_N	Up	yes	yes	no	no	Human
GALNT8	2.253889	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GALNT8	3.42179	0.0003	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
GALR1	2.168088	0.048341	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
GAP43	-2.29529	2.67E-10	GSE121212	L_N	Down	yes	yes	no	no	Human
GBP1	2.549108	0.001128	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GBP1	2.451969	0.00135	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GBP1	2.260162	0.002279	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GBP1	2.031008	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GCH1	2.15174	0.014855	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GCH1	2.504189	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GDA	2.684115	1.57E-09	GSE121212	L_N	Up	yes	yes	no	no	Human
GDA	2.11	0.015	GSE75890	L_N	Up	yes	yes	no	no	Human
GIMAP4	2.011337	0.039243	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GIMAP5	2.837927	0.001128	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GIMAP5	2.331974	0.019223	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GIMAP8	2.046885	0.004425	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GJB2	2.898237	2.76E-38	GSE121212	L_N	Up	yes	yes	no	yes	Human
GK	2.08284	0.001128	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
GK	2.034014	0.0003	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
GLIPR1	2.077177	0.000164	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GLRA3	-2.34787	1.06E-13	GSE121212	L_N	Down	yes	yes	no	no	Human
GLRA3	2.764039	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GLRB	2.007565	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GLT6D1	-3.05333	1.34E-07	GSE121212	L_N	Down	yes	yes	no	no	Human
GLYAT	2.319448	0.027708	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GNAT2	2.26041	0.017097	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
GNAZ	2.174538	0.037809	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
GNB3	2.30521	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GNG2	2.196558	0.015906	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GNLY	2.184908	2.69E-15	GSE121212	L_N	Up	yes	yes	no	no	Human
GNMT	2.490045	0.000941	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GNMT	2.671933	0.001919	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GNMT	2.203591	0.002366	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GOLGA2	2.217144	0.037809	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
GPR143	2.46032	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GPR158	3.25737	3.38E-13	GSE121212	L_N	Up	yes	yes	no	no	Human
GPR65	3.314252	0.001919	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GPR65	2.250272	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GPRC5D	3.070786	0.03332	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GPRC5D	2.502114	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GPRIN1	2.236553	1.93E-50	18_L	L_N	Up	yes	yes	no	no	Human
GPRIN1	2.942196	3.64E-43	GSE121212	L_N	Up	yes	yes	no	no	Human
GPRIN1	2.06	0.0015	GSE140227	L_N	Up	yes	yes	no	no	Human
GPSM3	3.034257	0.001611	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
GREM1	-2.49	0.00088	GSE16161	L_N	Down	yes	yes	no	no	Human
GRIA4	2.704383	0.012876	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GRIA4	2.500196	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GRID1	2.331963	0.037809	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GRIK2	2.024156	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GRIN3A	2.156466	0.017097	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GSG1L	2.055458	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GSTO2	2.101208	0.037809	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
GSX2	-2.22174	4.00E-12	GSE121212	L_N	Down	yes	yes	no	no	Human
GUCY1A2	2.160881	0.009605	GSE6012_L	L_N	Up	yes	yes	no	no	Human
GZMA	2.270534	0.027708	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
GZMB	2.291024	4.60E-22	18_L	L_N	Up	yes	yes	no	yes	Human
GZMB	2.773662	2.84E-16	GSE121212	L_N	Up	yes	yes	no	yes	Human
GZMB	3.255804	0.037809	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
GZMK	2.197443	0.019631	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
HABP2	2.299079	0.000386	GSE121212	L_N	Up	yes	yes	no	no	Human
HAMP	2.51118	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
HAP1	2.836993	0.022486	GSE6012_L	L_N	Up	yes	yes	no	no	Human
HAP1	2.883384	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
HAS3	2.026694	2.04E-30	18_L	L_N	Up	yes	yes	no	no	Human
HAS3	2.697398	1.37E-30	GSE121212	L_N	Up	yes	yes	no	no	Human
HBB	-4.02	5.30E-05	GSE16161	L_N	Down	yes	yes	no	yes	Human
HBB	-2.14	0.0013	GSE32924	L_N	Down	yes	yes	no	yes	Human
HBEGF	2.127788	8.57E-16	GSE121212	L_N	Up	yes	yes	yes	no	Human
HBEGF	2.21	0.0078	GSE75890	L_N	Up	yes	yes	yes	no	Human
HEPHL1	3.462615	7.16E-56	18_L	L_N	Up	yes	yes	no	no	Human
HEPHL1	5.316009	1.94E-43	GSE121212	L_N	Up	yes	yes	no	no	Human
HEPHL1	3	0.003	GSE140227	L_N	Up	yes	yes	no	no	Human
HEPHL1	3.9	0.00028	GSE75890	L_N	Up	yes	yes	no	no	Human
HGD	2.145966	0.014855	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
HHIP	3.97117	0.0027	GSE6012_L	L_N	Up	yes	yes	no	no	Human
HHIP	3.182471	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
HMGA2	2.678274	3.80E-08	GSE121212	L_N	Up	yes	yes	no	no	Human
HMGCLL1	2.213435	0.022486	GSE6012_L	L_N	Up	yes	yes	no	no	Human
HMGCLL1	2.551966	0.006077	GSE6012_L	L_N	Up	yes	yes	no	no	Human
HMGCLL1	2.231753	0.046399	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
HMOX1	3.080353	0.00135	GSE6012_L	L_N	Up	yes	yes	yes	yes	Human
HMOX1	2.184016	0.015906	GSE6012_L_NL	L_vs_NL	Up	yes	yes	yes	yes	Human
HOXB3	2.268447	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
HOXC12	2.193357	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
HOXC13	3.075437	0.000443	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
HOXC13	2.598105	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
HPD	2.70976	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
HPGD	-2.12	5.00E-05	GSE16161	L_N	Down	yes	yes	no	yes	Human
HPN	2.164632	0.012876	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
HPX	4.548033	0.000941	GSE6012_L	L_N	Up	yes	yes	no	no	Human
HPX	2.124512	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
HPX	4.153803	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
HPX	2.25932	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
HRH1	2.136505	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
HRH2	2.850676	1.47E-24	GSE121212	L_N	Up	yes	yes	no	yes	Human
HRH3	2.664667	5.77E-21	18_L	L_N	Up	yes	yes	no	yes	Human
HRH3	4.029619	5.14E-19	GSE121212	L_N	Up	yes	yes	no	yes	Human
HRNR	3.645804	1.99E-29	18_L	L_N	Up	yes	yes	no	yes	Human
HRNR	2.145338	9.10E-12	GSE121212	L_N	Up	yes	yes	no	yes	Human
HS3ST3A1	3.432907	4.43E-26	GSE121212	L_N	Up	yes	yes	no	no	Human
HS3ST5	-2.18032	3.76E-07	GSE121212	L_N	Down	yes	yes	no	no	Human
HS3ST5	3.579751	1.85E-05	GSE6012_L	L_N	Up	yes	yes	no	no	Human
HS3ST5	3.075754	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
HSD11B1	-2.36016	9.06E-15	GSE121212	L_N	Down	yes	yes	no	no	Human
HSD11B1	-3.5	5.10E-06	GSE16161	L_N	Down	yes	yes	no	no	Human
HSD11B1	-2.69	0.00026	GSE32924	L_N	Down	yes	yes	no	no	Human
HSD17B13	-2.71443	1.66E-12	GSE121212	L_N	Down	yes	yes	no	no	Human
HSD17B13	2.381357	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
HSD17B13	2.011162	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
HSD17B13	3.403052	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
